id,event_date,event_summary,source_quote,core_sentence,category,event_type,intensity,actor_raw_names,actor_normalized_names,actor_countries,recipient_raw_names,recipient_normalized_names,recipient_countries,third_party_raw_names,third_party_normalized_names,third_party_countries,location_raw_names,location_normalized_names,location_countries,article_count,article_links
"7fed590eb064","2026-03-01","The United States and Israel conducted a military strike on an oil storage facility in Tehran, Iran, resulting in significant damage. This action is part of ongoing hostilities that have economic implications for Russia, which has been benefiting from the conflict through increased oil prices and reduced sanctions.","A thick plume of smoke rises from an oil storage facility hit by a U.S.-Israeli strike in Tehran in March.","United States and Israel ASSAULT oil storage facility in Tehran","CONFLICT","ASSAULT","-0.9","United States; Israel","United States; Israel","USA (185); Israel (83)","Oil storage facility in Tehran","Oil storage facility in Tehran","Iran (80)","Russia","Russia","Russia (143)","Tehran","","Iran (80)","1",""
"dc28047e447c","2026-03-01","The United States deployed A-10 warplanes and Apache helicopters to the Strait of Hormuz to target Iranian naval vessels and drones. This military operation aims to reduce threats to commercial shipping and restore safe passage in the strait, which has been effectively closed since early March 2026 due to intensified conflict.","According to Hindustan Times, the United States has deployed A-10 warplanes and Apache helicopters to target Iranian naval vessels and drones in an effort to reduce threats and eventually restore safe passage.","United States ASSAULT Iranian naval vessels","CONFLICT","ASSAULT","-0.9","United States","United States","USA (185)","Iranian naval vessels","Iranian naval vessels","Iran (80)","Commercial shipping","Commercial shipping","Unknown","Strait of Hormuz","","Unknown","1",""
"fc0b56632f26","2026-03-01","US intelligence officials are investigating potential Russian assistance to Iran in drone attacks on CIA facilities, including the agency's station at the US Embassy in Riyadh, Saudi Arabia, and another site in eastern Iraq. The inquiry focuses on whether Russia supplied targeting information or advanced drone technology for the attacks that occurred in March.","According to the report, at least two CIA facilities were struck in March, including the agency's station at the US Embassy in Riyadh, Saudi Arabia, and another site in eastern Iraq.","US intelligence officials ACCUSE Russia and Iran","CONFLICT","ACCUSE","-0.3","US intelligence officials","US intelligence officials","USA (185)","Russia; Iran","Russia; Iran","Russia (143); Iran (80)","CIA","CIA","USA (185)","Riyadh; Eastern Iraq","","Saudi Arabia (151); Iraq (81)","1",""
"c3c376ac4732","2026-02-28","U.S. Central Command and Israeli forces conducted coordinated military strikes on Iran, targeting key military and nuclear-linked sites, including facilities associated with the Iran Revolutionary Guard Corps and air defense systems. The operation resulted in the death of Iranian Supreme Leader Ayatollah Ali Khamenei and over 40 senior Iranian security figures.","In coordinated, sweeping U.S.–Israeli strikes on Iran in the predawn hours of Saturday, key military and nuclear-linked sites were targeted inside the country.","U.S. Central Command and Israeli forces ASSAULT Iran","CONFLICT","ASSAULT","-0.9","U.S. Central Command; Israeli forces","US Central Command; Israeli military","USA (185); Israel (83)","Iran; Ayatollah Ali Khamenei; Iranian security figures","Iran; Ayatollah Ali Khamenei; Iranian security figures","Iran (80); Iran (80); Iran (80)","Iran Revolutionary Guard Corps","Iranian Revolutionary Guard","Iran (80)","Iran","","Iran (80)","1",""
"b4688880df74","2026-02-28","Israeli military operations resulted in the killing of Iran's Supreme Leader Ayatollah Ali Khamenei and other senior Iranian leaders. The Pentagon's policy chief, Elbridge Colby, clarified during a Senate Armed Services Committee hearing that these actions were not part of the American military campaign, emphasizing that the focus of the US was on protecting its troops and degrading Iranian military capabilities.","The Pentagon's policy chief on Tuesday seemed to distance Washington from the killing of Iran's Supreme Leader Ayatollah Ali Khamenei in US-Israeli strikes on Saturday (February 28), calling it 'Israeli operations.'","United States military ASSAULTED Ayatollah Ali Khamenei and other senior Iranian leaders","CONFLICT","ASSAULT","-0.9","United States military","United States military","USA (185)","Ayatollah Ali Khamenei; senior Iranian leaders","Ayatollah Ali Khamenei; Iranian leaders","Iran (80); Iran (80)","","","","Immaterial","","Immaterial","1",""
"2aa8ebd085e9","2026-02-28","A US Tomahawk cruise missile struck a school in the southern Iranian city of Minab, resulting in the deaths of more than 160 children. This incident occurred on the first day of the ongoing war, which began following US-Israeli strikes that triggered widespread conflict in the region.","A strike on the first day of the war hit a school in the southern Iranian city of Minab, killing more than 160 children, according to authorities.","United States ASSAULT Iranian civilians","CONFLICT","ASSAULT","-0.9","United States","United States","USA (185)","Iranian civilians","Iranian civilians","Iran (80)","","","","Minab","","Iran (80)","1",""
"74b5ff7a1da5","2026-02-28","On February 28, 2026, a girls’ primary school in Minab County, Hormozgan province, Iran, was struck during coordinated military operations conducted by the United States and Israel. The attack resulted in the deaths of at least 40 students and numerous injuries, as part of a broader military campaign targeting sites in Iran amid escalating regional tensions.","Iranian state media reported that at least 40 students were killed and dozens more injured.","United States and Israel ASSAULT girlsb0 primary school in Minab County, Hormozgan province, Iran","CONFLICT","ASSAULT","-0.9","United States; Israel","United States; Israel","USA (185); Israel (83)","Girls primary school in Minab County, Hormozgan province","Elementary school for girls in Minab County","Iran (80)","","","","Minab County, Hormozgan province","","Iran (80)","2",""
"2cbe2fd3202b","2026-02-28","President Donald Trump expressed his willingness to engage in dialogue with the new leadership in Iran following the death of Supreme Leader Ayatollah Ali Khamenei, who was killed in Israeli airstrikes. Trump stated that he has agreed to talk with the Iranians, emphasizing that they should have initiated discussions sooner.","""They want to talk, and I have agreed to talk, so I will be talking to them. They should have done it sooner.""","Donald Trump AGREE Iranian new leadership","COOPERATION","AGREE","0.5","Donald Trump","Donald Trump","USA (185)","Iranian new leadership","Iranian leaders","Iran (80)","Ayatollah Ali Khamenei; Israel","Ayatollah Ali Khamenei; Israel","Iran (80); Israel (83)","Immaterial","","Immaterial","1",""
"7111cd529a9a","2026-02-28","American and Israeli forces conducted strikes on multiple cities across Iran as part of what US President Donald Trump described as 'major combat operations'. This action was characterized by Israel as a 'preemptive attack' aimed at destabilizing Iranian government forces, while Iran's Revolutionary Guard Corps announced retaliatory strikes targeting US bases and assets in the Middle East.","American and Israeli forces have carried out strikes on cities across Iran, in what US President Donald Trump has described as 'major combat operations'. Trump has called for the Iranian people to rise up and government forces to surrender following what Israel called a 'preemptive attack'.","American and Israeli forces ASSAULTED Iranian government forces and Iran's Revolutionary Guard Corps.","CONFLICT","ASSAULT","-0.9","American and Israeli forces; Israel","U.S. and Israeli forces; Israel","USA (185); Israel (83)","Iranian government forces; Iran's Revolutionary Guard Corps","Iranian military; Iranian Revolutionary Guard","Iran (80); Iran (80)","Donald Trump","Donald Trump","USA (185)","Multiple cities across Iran; US bases and assets in the Middle East","","Iran (80)","1",""
"2f645b72f433","2026-02-28","On February 28, 2026, US and Israeli forces conducted a pre-emptive strike against Iran, targeting its government due to concerns over nuclear weapon development. In response, Iran launched missile attacks against Israel and other Middle Eastern countries. British Labour leader Sir Keir Starmer, alongside leaders from France and Germany, condemned Iran's retaliatory actions and called for a negotiated solution.","Making a statement to the press on Saturday afternoon, Sir Keir said British aircraft in the region were 'in the sky' as part of 'co-ordinated regional defensive operations to protect our people, our interests and our allies'.","US and Israeli forces ASSAULT Iran, Israel, and other Middle Eastern countries","CONFLICT","ASSAULT","-0.9","US and Israeli forces; Iran","U.S. and Israeli forces; Iran","USA (185); Iran (80)","Iran; Israel; other Middle Eastern countries","Iran; Israel; Middle East","Iran (80); Israel (83)","","","","Iran; Israel; other Middle Eastern countries","","Iran (80); Israel (83)","1",""
"9d1ebc77ec98","2026-02-28","Mojtaba Khamenei, the designated successor of Iran's leadership, sustained severe injuries during a reported strike on the compound of Ayatollah Ali Khamenei, allegedly carried out by American and Israeli forces. Following the attack, he is believed to be in hiding and is currently unable to make public appearances due to the extent of his injuries.","Recent reports indicate a significant power shift and instability within Iran's leadership following a reported strike on the compound of Ayatollah Ali Khamenei. His son and designated successor, Mojtaba Khamenei, is believed to be operating from a hidden location due to severe injuries sustained in the attack, allegedly carried out by American and Israeli forces on February 28th.","American and Israeli forces ASSAULT Mojtaba Khamenei","CONFLICT","ASSAULT","-0.9","American forces; Israeli forces","United States military; Israeli military","USA (185); Israel (83)","Mojtaba Khamenei","Mojtaba Khamenei","Iran (80)","Ayatollah Ali Khamenei","Ayatollah Ali Khamenei","Iran (80)","Immaterial","","Immaterial","1",""
"8f87db5c8aee","2026-02-28","Israeli and U.S. forces conducted airstrikes on three military facilities in Isfahan Province, Iran. The strikes were described as preemptive actions following unsuccessful nuclear talks between the U.S. and Iran, which took place on February 26, 2026.","Three military facilities in the central Iranian Isfahan Province have been hit by Israeli and U.S. airstrikes on Iran, Trend reports.","Israeli and U.S. forces ASSAULT Iranian military facilities","CONFLICT","ASSAULT","-0.9","Israeli forces; U.S. forces","Israeli military; U.S. forces","Israel (83); USA (185)","Iranian military facilities","Iranian military facilities","Iran (80)","","","","Isfahan Province","","Iran (80)","1",""
"385bba8bcb78","2026-02-28","Israel and the United States announced a joint military operation against Iran, citing threats posed by the Iranian regime. This announcement follows ongoing discussions regarding Iran's nuclear program, which had been mediated by Oman, and comes shortly after a new round of talks in Geneva concluded.","Israel and U.S. announced early Saturday a joint operation against Iran, citing 'threats' posed by the 'Iranian regime.'","Israel and the United States MOBILIZE Iran","CONFLICT","MOBILIZE","-0.6","Israel; United States","Israel; United States","Israel (83); USA (185)","Iran","Iran","Iran (80)","Oman","Oman","Oman (129)","Israel; United States; Geneva","","Israel (83); USA (185); Switzerland (168)","1",""
"13c3329dd24e","2026-02-28","Following US and Israeli strikes on Iran, airspace closures were implemented across the Middle East, leading to the cancellation of thousands of flights. Airports in Iran, Iraq, Qatar, the United Arab Emirates, and other Gulf nations grounded services, with Dubai International Airport suspending all arrivals and departures due to the escalating tensions.","THOUSANDS of flights across the Middle East have been cancelled after US and Israeli strikes on Iran triggered sweeping airspace closures.","United States and Israel SANCTION Iran, Iraq, Qatar, United Arab Emirates, and Gulf nations","CONFLICT","SANCTION","-0.6","United States; Israel","United States; Israel","USA (185); Israel (83)","Iran; Iraq; Qatar; United Arab Emirates; Gulf nations","Iran; Iraq; Qatar; United Arab Emirates; Gulf nations","Iran (80); Iraq (81); Qatar (139); UAE (182)","","","","Iran; Iraq; Qatar; United Arab Emirates; Gulf nations; Dubai International Airport","","Iran (80); Iraq (81); Qatar (139); UAE (182); UAE (182)","1",""
"8f3bacdaaa7e","2026-02-28","US President Donald Trump called on the Iranian populace to rise up against their government and vowed to avenge the deaths of three US servicemembers. He indicated that the conflict could extend for weeks, while Israeli Prime Minister Benjamin Netanyahu announced that air strikes against Iran would intensify in the coming days.","US President Donald Trump vowed to avenge the deaths of three US servicemembers as he called on Iranians to rise up against their government and said the war could last for weeks. Israeli Prime Minister Benjamin Netanyahu vowed that air strikes against Iran would intensify in the coming days.","Donald Trump REQUESTED the Iranian population to rise up against their government.","CONFLICT","REQUEST","-0.2","Donald Trump","Donald Trump","USA (185)","Iranian population","Iranian population","Iran (80)","Iranian government; US servicemembers; Benjamin Netanyahu","Iranian regime; U.S. service members; Benjamin Netanyahu","Iran (80); USA (185); Israel (83)","Immaterial","","Immaterial","1",""
"fc6fc415aa56","2026-02-28","On February 28, 2026, the governments of the United States and Israel launched coordinated military strikes against targets in Iran, specifically focusing on military and strategic locations in Tehran. This action was described by Israeli officials as a pre-emptive measure against perceived threats to national security, amid ongoing international concerns regarding Iran's nuclear and missile programs.","A significant escalation in Middle East tensions unfolded on 28 February 2026 when the governments of the United States and Israel launched coordinated military strikes against targets in the Islamic Republic of Iran, a move Israeli officials termed a pre‐emptive action against perceived threats to national security.","United States government and Israel government ASSAULT Iranian military","CONFLICT","ASSAULT","-0.9","United States government; Israel government","United States government; Israeli government","USA (185); Israel (83)","Iranian military","Iranian military","Iran (80)","","","","Tehran","","Iran (80)","1",""
"007443dc8fc2","2026-02-28","A joint military strike by Israel and the United States targeted a girls' elementary school in Minab County, Iran, resulting in at least 51 fatalities and over 60 injuries. The strike was reportedly aimed at an IRGC military base located near the school, with Israel focusing on Iranian leaders and the US targeting Iran's ballistic and nuclear missile program.","The death toll in the joint Israel-US strike on a girls' school in Iran has risen to at least 51 people, as reported by the government news agency IRNA on Saturday, February 28, 2026.","Israel and the United States ASSAULT Iran and its military leaders, IRGC, and missile program","CONFLICT","ASSAULT","-0.9","Israel; United States","Israel; United States","Israel (83); USA (185)","Iran; Iranian military leaders; Islamic Revolutionary Guard Corps (IRGC); Iran's ballistic and nuclear missile program","Iran; Iranian military leaders; Islamic Revolutionary Guard Corps (IRGC); Iran's ballistic and nuclear missile program","Iran (80); Iran (80); Iran (80); Iran (80)","","","","Minab County","","Iran (80)","1",""
"afd951be2dd4","2026-02-28","On February 28, 2026, United States forces conducted precision military strikes against multiple targets in Iran, including ballistic missile sites and air defenses. This action was taken under the direction of US President Donald Trump, following failed diplomatic efforts to address tensions with Iran, with the aim of protecting US forces and ensuring maritime security in the Strait of Hormuz.","Accordingly, and at my direction, on February 28, 2026, United States forces conducted precision strikes against numerous targets within Iran, including ballistic missile sites, maritime mining capabilities, air defenses and command and control capabilities.","United States forces ASSAULT multiple targets in Iran","CONFLICT","ASSAULT","-0.9","United States forces","U.S. forces","USA (185)","Multiple targets in Iran","Iranian military targets","Iran (80)","Donald Trump","Donald Trump","USA (185)","Iran; Strait of Hormuz","","Iran (80)","1",""
"a28e0dc195c9","2026-02-28","Ali Larijani, the secretary of the Supreme National Security Council of Iran, was assassinated amid a wave of U.S.-Israeli strikes. Iranian Foreign Minister Abbas Araghchi stated that this assassination would not destabilize the country's leadership or governing system, emphasizing that the government does not depend on a single figure.","Iranian Foreign Minister Abbas Araghchi said Wednesday that the assassination of Ali Larijani, secretary of the Supreme National Security Council, would not shake the leadership or the system that, he said, the United States and Israel aim to dismantle.","United States and Israel ASSAULT Ali Larijani and the Iranian government","CONFLICT","ASSAULT","-0.9","United States; Israel","United States; Israel","USA (185); Israel (83)","Ali Larijani; Iranian government","Ali Larijani; Iranian regime","Iran (80); Iran (80)","","","","Immaterial","","Immaterial","1",""
"3e9832c54c68","2026-02-28","The United States and Israel launched military strikes on Tehran, Iran, which provoked a fierce response from Iranian forces. In retaliation, the Iranian Revolutionary Guard Corps claimed to have attacked 27 bases housing US troops in the Middle East and Israeli military facilities in Tel Aviv.","the United States and Israel launched strikes on Tehran, provoking a fierce response by the Iranian forces","United States and Israel ASSAULTED Iran and its forces","CONFLICT","ASSAULT","-0.9","United States; Israel","United States; Israel","USA (185); Israel (83)","Iranian Revolutionary Guard Corps; Iranian forces; US troops in the Middle East; Israeli military facilities in Tel Aviv","Iranian Revolutionary Guard; Iranian military; American troops in the Middle East; Israeli military bases","Iran (80); Iran (80); USA (185); Israel (83)","","","","Tehran; Tel Aviv; Middle East","","Iran (80); Israel (83)","1",""
"3fe3d13e1a7a","2026-02-28","Israeli forces conducted airstrikes targeting a girls’ primary school in Minab, Hormozgan province, Iran, resulting in the deaths of at least 40 individuals, including students, and injuring 48 others. The strikes were part of a joint operation with the United States aimed at addressing perceived threats from the Iranian regime.","At least 40 people, including students, were killed and 48 others injured after Israeli strikes targeted a girls’ primary school in the city of Minab in southern Iran’s Hormozgan province, Iranian media reported on Saturday.","Israeli forces and the United States ASSAULT the Iranian regime and civilians in Minab, Iran.","CONFLICT","ASSAULT","-0.9","Israeli forces; United States","Israeli military; United States","Israel (83); USA (185)","Iranian regime; Civilians in Minab girls' primary school","Iranian regime; Civilians in Minab girls' primary school","Iran (80); Iran (80)","","","","Minab; Hormozgan province","","Iran (80); Iran (80)","1",""
"7ee54e8f4afc","2026-02-28","Israeli forces, in coordination with US military, conducted large-scale airstrikes on multiple leadership positions in Iran, resulting in the deaths of senior Iranian officials, including the defense minister and a senior commander of the Islamic Revolutionary Guard Corps. The strikes primarily targeted areas near the offices of Supreme Leader Ayatollah Ali Khamenei in Tehran, leading to significant casualties and damage across 24 provinces in Iran.","Israeli strikes on Iran have killed senior Iranian officials, including the defence minister and a senior commander of the Islamic Revolutionary Guard Corps, according to multiple sources.","Israeli forces and US military ASSAULT senior Iranian officials and military leaders","CONFLICT","ASSAULT","-0.9","Israeli forces; US military","Israeli military; United States military","Israel (83); USA (185)","Senior Iranian officials; Defense Minister; Senior commander of the Islamic Revolutionary Guard Corps","Iranian officials; Defense Minister; Islamic Revolutionary Guard Corps","Iran (80); Iran (80); Iran (80)","","","","Multiple provinces in Iran; Tehran; Offices of Supreme Leader Ayatollah Ali Khamenei in Tehran","","Iran (80); Iran (80); Iran (80)","1",""
"9aa5d09ba29f","2026-02-28","US Central Command reported that three American service members were killed and five seriously wounded during military operations against Iran in the Gulf of Oman. Additionally, the command confirmed the sinking of an Iranian Jamaran-class corvette as major combat operations continued.","US Central Command said three American service members were killed in action and five seriously wounded during operations against Iran. The command also said it had sunk an Iranian Jamaran-class corvette in the Gulf of Oman and that major combat operations continued.","US Central Command ASSAULT Iranian military","CONFLICT","ASSAULT","-0.9","US Central Command","US Central Command","USA (185)","Iranian military","Iranian military","Iran (80)","","","","Gulf of Oman","","Unknown","1",""
"36a3de5fe177","2026-02-28","During an emergency meeting of the UN Security Council, United States Ambassador to the UN, Mike Waltz, defended US military strikes in Iran and criticized the Iranian regime for its actions against civilians. He emphasized the need for moral clarity in the face of Iran's presence at the meeting, which he described as a mockery of the UN.","Defending US strikes in Iran, United States Ambassador to the UN, Mike Waltz, on Saturday (local time) said that this was a time for the world to have a moment of clarity on Tehran's 'horrific crimes' as he questioned the United Nations position amid the escalated tension in West Asia.","Mike Waltz ACCUSE the Iranian regime","CONFLICT","ACCUSE","-0.3","Mike Waltz","Mike Waltz","USA (185)","Iranian regime","Iranian regime","Iran (80)","United Nations Security Council","United Nations Security Council","United Nations","United Nations Headquarters, New York City","","USA (185)","1",""
"5d678e73c2ab","2026-02-28","American forces, in coordination with Israeli forces, initiated major combat operations against Iran, targeting military and security installations. This action follows a significant military buildup in the region and was announced by President Donald Trump, who stated that the objective is to defend the American people by eliminating imminent threats from the Iranian regime.","American forces have begun 'major combat operations' in Iran, President Donald Trump said in a video message, as Israeli and U.S. forces launched strikes on the Middle Eastern nation early Saturday.","American forces and Israeli forces ASSAULT Iranian military and security installations","CONFLICT","ASSAULT","-0.9","American forces; Israeli forces","United States military; Israeli military","USA (185); Israel (83)","Iranian military and security installations","Iranian military facilities","Iran (80)","Donald Trump","Donald Trump","USA (185)","Iran","","Iran (80)","1",""
"50eff44e5f30","2026-02-28","Treasury Secretary Scott Bessent announced the launch of Operation Epic Fury aimed at the Iranian regime, calling for combatants to disarm and offering amnesty. He emphasized the US Treasury's commitment to tracking illegal funds moved outside of Iran.","He has called for all combatants to put down their weapons and receive amnesty. 'The US Treasury reaffirms our commitment to President Trump's maximum pressure campaign tracking all illegal funds moved outside of Iran, and to retrieving these monies on behalf of the Iranian people,' he wrote on 'X'.","US Treasury AID Iranian regime and combatants","COOPERATION","AID","0.8","US Treasury","U.S. Treasury Department","USA (185)","Iranian regime; Combatants","Iranian regime; Combatants","Iran (80)","","","","Immaterial","","Immaterial","1",""
"44fde8fe866a","2026-02-28","The United States Central Command (CENTCOM) initiated military operations against Iranian military targets as part of a coordinated effort with Israel, referred to as Operation Epic Fury and Roaring Lion, respectively. The operation involved precision strikes using missiles and combat aircraft launched from destroyers and carriers, marking a significant deployment of American military firepower in the region.","The operation, which started Saturday morning, involved precision munitions launched from the air, land, and sea, and said it 'involves the largest regional concentration of American military firepower in a generation.'","United States Central Command (CENTCOM) and Israel ASSAULT Iranian military targets","CONFLICT","ASSAULT","-0.9","United States Central Command (CENTCOM); Israel","United States Central Command (CENTCOM); Israel","USA (185); Israel (83)","Iranian military targets","Iranian military targets","Iran (80)","","","","Iranian military targets","","Iran (80)","1",""
"31aadf926a64","2026-02-28","Israeli and US military forces conducted attacks on Iran, resulting in the deaths of several senior Iranian military officials, including Defence Minister Aziz Nasirzadeh and commander of the Islamic Revolutionary Guard Corps, Mohammad Pakpour. The operation aimed to protect Israel and its regional coalition.","Several senior officials of the Iranian military, including the country's defence minister and the head of its revolutionary guard, were killed on Saturday in the Israeli-US attacks on Iran, the Israeli military said.","Israeli and US military forces ASSAULT Iranian military officials","CONFLICT","ASSAULT","-0.9","Israeli military forces; US military forces","Israeli military; United States military","Israel (83); USA (185)","Iranian military officials; Defense Minister Aziz Nasirzadeh; Mohammad Pakpour","Iranian officials; Aziz Nasirzadeh; Mohammad Pakpour","Iran (80); Iran (80); Iran (80)","Israel","Israel","Israel (83)","Iran","","Iran (80)","1",""
"d03b11acc926","2026-02-28","On February 28, 2026, US Central Command conducted a military operation named 'Operation Epic Fury' in Iran, utilizing Tomahawk cruise missiles and kamikaze drones, known as Low-Cost Unmanned Combat Attack Systems, for the first time in combat. The operation targeted Islamic Revolutionary Guard Corps command hubs, air defenses, missile and drone launch sites, and military airfields.","US Central Command released video Saturday of American missiles obliterating various targets in Iran... CENTCOM’s Task Force Scorpion Strike – for the first time in history – is using one-way attack drones in combat during Operation Epic Fury.","US Central Command ASSAULT Islamic Revolutionary Guard Corps in Iran","CONFLICT","ASSAULT","-0.9","US Central Command","US Central Command","USA (185)","Islamic Revolutionary Guard Corps","Islamic Revolutionary Guard Corps","Iran (80)","","","","Iran","","Iran (80)","1",""
"44d05ba246a4","2026-02-28","U.S. President Donald Trump called upon Iranian patriots to seize the moment and take back their country following the killing of Iran's Supreme Leader Ayatollah Ali Khamenei. This statement was made in a video posted on Truth Social, emphasizing the U.S. goal of regime change in Iran amidst ongoing military operations.","""I call upon all Iranian patriots who yearn for freedom to seize this moment ... and take back your country,"" Trump said on Sunday in a video posted on Truth Social.","Donald Trump REQUESTED Iranian patriots","CONFLICT","REQUEST","-0.2","Donald Trump","Donald Trump","USA (185)","Iranian patriots","Iranian patriots","Iran (80)","Ayatollah Ali Khamenei","Ayatollah Ali Khamenei","Iran (80)","Immaterial","","Immaterial","1",""
"aa0d2ddc84ef","2026-02-28","A deadly airstrike hit an elementary school in Minab, Iran, resulting in the deaths of at least 150 people. The United Nations rights chief, Volker Turk, condemned the incident and called for prompt and transparent investigations, suggesting that the United States was most likely responsible for the attack.","On the first day of the war last Saturday, a strike hit an elementary school in the southern Iranian town of Minab and killed at least 150 people, say Iranian officials.","United States ACCUSE Iranian civilians","CONFLICT","ACCUSE","-0.3","United States","United States","USA (185)","Iranian civilians","Iranian civilians","Iran (80)","Volker Turk","Volker Turk","United Nations","Minab","","Iran (80)","2",""
"ab720f668d6f","2026-02-27","U.S. and Israeli forces launched a coordinated military attack on Iran, targeting key military sites including the compound of Supreme Leader Ali Khamenei in Tehran. This operation, named 'Operation Epic Fury', was initiated after nuclear negotiations between the U.S. and Iran stalled without a deal, with the stated objective of eliminating imminent threats from the Iranian regime.","A short time ago, the United States military began major combat operations in Iran.","U.S. and Israeli forces ASSAULT Iranian military and Ali Khamenei compound","CONFLICT","ASSAULT","-0.9","U.S. forces; Israeli forces","U.S. forces; Israeli military","USA (185); Israel (83)","Iranian military; Ali Khamenei compound","Iranian military; Ali Khamenei compound","Iran (80); Iran (80)","","","","Tehran; Supreme Leader Ali Khamenei compound","","Iran (80); Iran (80)","1",""
"b4e08f2323a5","2026-02-27","U.S. and Israeli forces conducted coordinated strikes on Iranian military and leadership targets, prompting an emergency session at the U.N. Security Council where American and Iranian diplomats confronted each other. The session was convened following a call from French President Emmanuel Macron for urgent consultations regarding the operation.","A tense exchange unfolded Saturday at the U.N. Security Council as American and Iranian diplomats confronted each other hours after U.S. and Israeli forces carried out coordinated strikes on Iranian military and leadership targets.","U.S. and Israeli forces ACCUSE Iranian military and leadership","CONFLICT","ACCUSE","-0.3","U.S. and Israeli forces; American diplomats; Iranian diplomats","U.S. and Israeli forces; American diplomats; Iranian diplomats","USA (185); USA (185); Iran (80)","Iranian military and leadership","Iranian military leaders","Iran (80)","United Nations Security Council; Emmanuel Macron","United Nations Security Council; Emmanuel Macron","France (62)","Immaterial","","Immaterial","1",""
"09f831de8b63","2026-02-27","U.S. President Donald Trump and Israeli Prime Minister Benjamin Netanyahu made a decision to conduct military operations against Iranian military targets, indicating a willingness to proceed without support from other nations. This decision reflects a growing rift between Western leaders, particularly with the United Kingdom, whose Prime Minister Keir Starmer has refused to allow the use of British military bases for this operation.","Donald Trump and Benjamin Netanyahu have decided on war regardless of the stance taken by world leaders from nations that have backed America and Israel in the past.","Donald Trump and Benjamin Netanyahu ASSAULT Iranian military","CONFLICT","ASSAULT","-0.9","Donald Trump; Benjamin Netanyahu","Donald Trump; Benjamin Netanyahu","USA (185); Israel (83)","Iranian military","Iranian military","Iran (80)","United Kingdom; Keir Starmer","United Kingdom; Keir Starmer","UK (183); UK (183)","Immaterial","","Immaterial","1",""
"c9da7196f96e","2026-02-27","Greece, the United Kingdom, and the United States issued simultaneous urgent travel advisories for Iran, Israel, and the Palestinian territories, advising citizens to avoid all non-essential travel due to rising tensions and the risk of regional conflict. The advisories were prompted by stalled nuclear negotiations with Iran and a significant buildup of U.S. military forces in the region.","Greece, the United Kingdom, and the United States have simultaneously issued urgent travel advisories for Iran, Israel, and the Palestinian territories, urging citizens to refrain from all non-essential travel.","Greece, the United Kingdom, and the United States REQUESTED Iran, Israel, and the Palestinian territories to avoid all non-essential travel.","CONFLICT","REQUEST","-0.2","Greece; United Kingdom; United States","Greece; United Kingdom; United States","Greece (68); UK (183); USA (185)","Iran; Israel; Palestinian territories","Iran; Israel; Palestinian territories","Iran (80); Israel (83); Palestine (195)","","","","Greece; United Kingdom; United States","","Greece (68); UK (183); USA (185)","1",""
"7d4dc148830c","2026-02-27","US Secretary of State Marco Rubio officially designated Iran as a 'State Sponsor of Wrongful Detention' in a statement. This designation highlights Iran's long-standing practice of wrongfully detaining Americans and citizens of other nations for political leverage. The US may consider additional measures, including potential travel restrictions related to Iran.","Today I designated Iran as a State Sponsor of Wrongful Detention. For decades the Iranian regime has cruelly detained innocent Americans and citizens of other nations to use as political leverage.","US Secretary of State Marco Rubio SANCTION Iran","CONFLICT","SANCTION","-0.6","US Secretary of State Marco Rubio","US Secretary of State Marco Rubio","USA (185)","Iran","Iran","Iran (80)","Americans; Citizens of other nations","Americans; Citizens of other nations","USA (185)","Immaterial","","Immaterial","2",""
"45dd7fcbe9f4","2026-02-26","US negotiators entered the third round of nuclear talks with Iran in Geneva, demanding that Tehran dismantle its main nuclear facilities and transfer its entire stockpile of enriched uranium to the United States. The negotiations focus on ensuring that any agreement is permanent and includes no expiration date.","US negotiators entered the third round of nuclear talks with Iran in Geneva on Thursday, demanding that Tehran dismantle its main nuclear facilities and hand over its entire stockpile of enriched uranium to Washington as part of a deal that has no expiration date, according to American media reports.","US negotiators REQUEST Iran","CONFLICT","REQUEST","-0.2","US negotiators","Negotiators from the United States","USA (185)","Iran","Iran","Iran (80)","","","","Geneva","","Switzerland (168)","2",""
"47b9f6ef3f26","2026-02-26","The United States demanded that Iran dismantle its main nuclear facilities and hand over all enriched uranium stockpiles during the third stage of nuclear talks held in Geneva, Switzerland. The U.S. delegation is pressing Iran to close its three principal nuclear facilities in Fordow, Natanz, and Isfahan, and to transfer an estimated 10,000 kilograms of enriched uranium to the U.S.","The U.S. demands Iran to dismantle its main nuclear facilities and hand over all enriched uranium stockpiles, according to American media reports.","United States REQUEST Iran","CONFLICT","REQUEST","-0.3","United States","United States","USA (185)","Iran","Iran","Iran (80)","","","","Geneva; Fordow; Natanz; Isfahan","","Switzerland (168); Iran (80); Iran (80); Iran (80)","1",""
